,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
127001,128305,Female,Loyal Customer,52.0,Business travel,Business,1750,3,3,3,3,2.0,4.0,5,4,4,4,4.0,5,4,3,0,4.0,0
116470,117723,Male,disloyal Customer,39.0,Business travel,Business,935,3,3,3,2,3.0,3.0,3,3,5,5,5.0,3,5,3,6,0.0,1
65714,66960,Female,Loyal Customer,40.0,Business travel,Business,2139,4,4,4,4,5.0,5.0,4,4,4,4,4.0,5,4,3,0,0.0,0
113023,114276,Female,Loyal Customer,10.0,Personal Travel,Eco,862,4,4,4,4,3.0,4.0,3,3,4,4,4.0,2,4,3,10,0.0,0
87893,89146,Female,Loyal Customer,38.0,Business travel,Business,1983,1,5,5,5,1.0,4.0,3,1,1,1,1.0,4,1,3,5,13.0,1
113897,115150,Female,Loyal Customer,27.0,Business travel,Business,1524,2,2,2,2,5.0,5.0,5,5,3,3,4.0,5,4,5,51,32.0,0
103308,104561,Female,disloyal Customer,24.0,Business travel,Eco,369,3,0,3,2,4.0,3.0,3,4,3,4,4.0,5,4,4,69,71.0,1
24697,24960,Female,Loyal Customer,39.0,Business travel,Eco,226,4,2,2,2,4.0,4.0,4,4,4,1,5.0,4,1,4,0,0.0,0
122162,123442,Male,Loyal Customer,47.0,Business travel,Business,2125,4,4,4,4,3.0,5.0,4,5,5,5,5.0,3,5,5,0,0.0,0
91943,93196,Male,Loyal Customer,45.0,Business travel,Business,896,1,1,1,1,5.0,5.0,5,4,4,4,4.0,3,4,4,17,9.0,0
17674,17848,Male,disloyal Customer,38.0,Business travel,Eco,615,1,4,1,1,1.0,4.0,4,3,1,5,2.0,4,3,4,139,109.0,1
27882,28145,Male,Loyal Customer,33.0,Business travel,Eco,569,3,5,3,5,5.0,5.0,5,5,2,3,3.0,4,5,5,0,0.0,0
99228,100481,Male,disloyal Customer,20.0,Business travel,Eco,759,3,3,3,3,2.0,3.0,2,2,4,2,3.0,2,3,2,0,0.0,1
108553,109806,Male,disloyal Customer,22.0,Business travel,Eco,1034,4,4,4,2,2.0,4.0,2,2,4,4,5.0,5,5,2,80,66.0,0
29816,30111,Male,Loyal Customer,19.0,Personal Travel,Eco,539,1,5,1,1,2.0,1.0,2,2,4,2,5.0,3,4,2,0,4.0,1
80081,81331,Male,Loyal Customer,39.0,Business travel,Business,3825,2,2,3,2,4.0,4.0,5,4,4,5,4.0,4,4,4,12,7.0,0
30387,30704,Female,Loyal Customer,26.0,Business travel,Eco Plus,680,5,5,5,5,5.0,5.0,5,5,1,4,5.0,1,3,5,12,27.0,0
15114,15288,Female,Loyal Customer,36.0,Personal Travel,Eco,501,3,5,3,1,1.0,3.0,1,1,3,3,5.0,5,4,1,0,0.0,1
35426,36016,Male,Loyal Customer,25.0,Business travel,Business,399,2,2,4,2,4.0,4.0,4,4,2,1,4.0,4,5,4,0,0.0,0
61091,62337,Female,Loyal Customer,21.0,Personal Travel,Eco,414,2,4,2,3,1.0,2.0,1,1,3,4,1.0,4,5,1,0,0.0,1
92001,93254,Male,disloyal Customer,26.0,Business travel,Business,1180,2,2,2,3,5.0,2.0,4,5,4,2,4.0,1,4,5,53,32.0,1
37427,38017,Female,disloyal Customer,22.0,Business travel,Eco,1121,5,5,5,3,,5.0,3,3,1,4,3.0,2,5,3,0,0.0,0
14377,14534,Female,Loyal Customer,78.0,Business travel,Eco,299,4,1,1,1,3.0,3.0,3,4,4,4,4.0,1,4,1,81,69.0,1
54977,56223,Female,Loyal Customer,38.0,Business travel,Eco,1608,2,4,2,2,2.0,2.0,2,4,5,3,3.0,2,3,2,138,132.0,1
17811,17993,Female,Loyal Customer,29.0,Business travel,Business,332,1,1,1,1,5.0,5.0,5,5,5,1,4.0,3,3,5,0,0.0,0
12676,12833,Female,Loyal Customer,66.0,Business travel,Eco,417,5,1,1,1,4.0,1.0,2,5,5,5,5.0,4,5,5,0,0.0,0
65649,66895,Male,Loyal Customer,21.0,Business travel,Business,3004,5,5,5,5,5.0,5.0,5,5,3,3,5.0,3,4,5,0,0.0,0
73078,74324,Male,Loyal Customer,59.0,Business travel,Business,2957,3,3,3,3,3.0,5.0,4,5,5,5,5.0,5,5,4,0,0.0,0
77111,78358,Female,disloyal Customer,29.0,Business travel,Eco,1290,3,3,3,3,1.0,3.0,1,1,1,5,4.0,2,3,1,12,14.0,1
52539,53785,Female,Loyal Customer,75.0,Business travel,Business,191,2,4,5,5,4.0,2.0,2,1,1,1,2.0,1,1,1,0,0.0,1
24692,24955,Male,Loyal Customer,67.0,Personal Travel,Eco,1747,2,5,2,4,4.0,2.0,3,4,4,3,4.0,5,4,4,54,34.0,1
1846,1937,Female,Loyal Customer,60.0,Business travel,Business,3534,3,3,3,3,3.0,5.0,5,4,4,4,4.0,3,4,4,0,0.0,0
35070,35660,Male,Loyal Customer,26.0,Business travel,Business,2576,2,2,2,2,4.0,4.0,4,1,1,3,4.0,4,4,4,48,45.0,0
14632,14789,Male,disloyal Customer,18.0,Business travel,Eco,622,4,3,4,3,3.0,4.0,3,3,2,5,3.0,1,2,3,0,0.0,1
51073,52319,Female,disloyal Customer,30.0,Business travel,Business,493,4,4,4,1,1.0,4.0,1,1,2,2,1.0,2,2,1,0,0.0,1
21894,22099,Female,Loyal Customer,68.0,Personal Travel,Eco,782,2,4,2,5,2.0,2.0,3,4,3,4,5.0,3,4,3,172,162.0,1
45174,45928,Female,Loyal Customer,31.0,Personal Travel,Eco,809,4,4,4,2,4.0,4.0,4,4,4,4,2.0,5,5,4,0,23.0,1
97102,98355,Male,Loyal Customer,31.0,Business travel,Business,1699,1,3,3,3,1.0,1.0,1,1,3,3,3.0,1,4,1,0,2.0,1
52971,54217,Female,Loyal Customer,48.0,Business travel,Business,2537,3,1,2,1,5.0,3.0,4,3,3,3,3.0,4,3,4,0,0.0,1
46471,47284,Female,Loyal Customer,25.0,Business travel,Eco,590,3,5,5,5,3.0,4.0,4,3,3,1,1.0,3,4,3,0,0.0,0
121203,122483,Male,Loyal Customer,8.0,Personal Travel,Eco,575,2,5,2,3,5.0,2.0,5,5,3,2,5.0,4,4,5,0,0.0,1
19433,19625,Female,Loyal Customer,31.0,Personal Travel,Business,642,3,4,3,1,2.0,3.0,2,2,4,3,5.0,3,5,2,0,0.0,1
92853,94106,Male,Loyal Customer,10.0,Personal Travel,Business,192,3,5,3,5,5.0,3.0,5,5,4,1,5.0,5,1,5,38,23.0,1
112459,113712,Female,Loyal Customer,27.0,Personal Travel,Eco,236,2,1,0,4,5.0,0.0,5,5,4,4,4.0,1,3,5,12,15.0,1
99205,100458,Male,Loyal Customer,42.0,Business travel,Business,759,4,4,4,4,2.0,5.0,5,4,4,4,4.0,4,4,4,3,6.0,0
7189,7293,Male,Loyal Customer,69.0,Personal Travel,Eco,135,3,0,3,3,3.0,3.0,3,3,3,4,4.0,3,4,3,0,0.0,1
58427,59673,Female,Loyal Customer,70.0,Personal Travel,Eco,787,3,3,3,5,2.0,1.0,3,4,4,3,4.0,4,4,4,2,0.0,1
112171,113424,Female,Loyal Customer,49.0,Business travel,Business,1904,1,1,1,1,2.0,5.0,5,5,5,5,5.0,4,5,3,3,0.0,0
85242,86495,Male,Loyal Customer,43.0,Personal Travel,Eco,794,2,3,2,4,4.0,2.0,4,4,2,5,3.0,1,4,4,0,0.0,1
67152,68398,Male,disloyal Customer,26.0,Business travel,Eco,1045,3,3,3,3,2.0,3.0,2,2,2,2,3.0,1,4,2,0,0.0,1
126133,127437,Male,Loyal Customer,19.0,Personal Travel,Eco,868,4,3,4,4,5.0,4.0,5,5,5,5,1.0,5,5,5,0,15.0,1
13516,13673,Female,Loyal Customer,10.0,Personal Travel,Eco,462,3,1,3,2,3.0,5.0,5,1,4,2,3.0,5,1,5,170,162.0,1
25189,25452,Male,Loyal Customer,54.0,Personal Travel,Eco,669,1,4,1,5,3.0,1.0,3,3,4,5,5.0,4,4,3,0,6.0,1
5177,5270,Female,Loyal Customer,32.0,Personal Travel,Eco,351,3,4,3,4,4.0,3.0,4,4,4,3,4.0,5,4,4,0,0.0,1
15141,15315,Female,Loyal Customer,49.0,Business travel,Business,2159,2,1,1,1,5.0,4.0,3,2,2,2,2.0,4,2,4,0,0.0,1
25968,26231,Male,Loyal Customer,10.0,Personal Travel,Eco,270,2,0,2,1,3.0,2.0,3,3,3,5,1.0,1,4,3,24,26.0,1
109843,111096,Female,disloyal Customer,54.0,Business travel,Business,240,2,2,2,1,4.0,2.0,4,4,3,5,4.0,3,4,4,23,18.0,1
48807,49752,Female,Loyal Customer,38.0,Business travel,Business,109,1,1,1,1,1.0,3.0,3,5,5,5,5.0,5,5,2,0,0.0,0
78901,80151,Female,Loyal Customer,53.0,Business travel,Business,2475,1,5,5,5,2.0,1.0,1,2,4,3,2.0,1,4,1,6,6.0,1
33397,33985,Male,Loyal Customer,24.0,Business travel,Eco,1598,5,2,4,4,5.0,5.0,3,5,1,5,3.0,1,3,5,0,0.0,0
127995,129299,Female,Loyal Customer,44.0,Business travel,Business,550,3,3,3,3,5.0,4.0,4,5,5,5,5.0,4,5,3,2,0.0,0
58851,60097,Female,disloyal Customer,27.0,Business travel,Business,1012,4,3,3,2,3.0,3.0,3,3,4,2,5.0,3,4,3,0,0.0,1
44385,45139,Female,Loyal Customer,42.0,Business travel,Business,2333,3,3,3,3,5.0,3.0,1,5,5,5,5.0,2,5,3,0,0.0,0
18718,18900,Male,Loyal Customer,28.0,Personal Travel,Eco,448,5,4,5,3,1.0,5.0,1,1,2,5,4.0,1,3,1,0,0.0,0
115110,116363,Female,Loyal Customer,55.0,Personal Travel,Eco,337,3,4,3,3,2.0,4.0,4,5,5,3,5.0,5,5,5,4,0.0,1
7751,7855,Male,Loyal Customer,15.0,Personal Travel,Eco,1005,4,3,4,3,4.0,3.0,3,2,4,4,1.0,3,3,3,392,401.0,1
102966,104219,Male,Loyal Customer,17.0,Business travel,Business,1961,1,3,5,3,1.0,1.0,1,1,4,3,4.0,3,4,1,14,3.0,1
98887,100140,Female,Loyal Customer,41.0,Business travel,Business,523,3,3,3,3,3.0,4.0,5,4,4,4,4.0,3,4,3,0,0.0,0
88538,89791,Female,Loyal Customer,58.0,Personal Travel,Eco,1035,3,4,3,5,3.0,5.0,5,2,2,3,2.0,5,2,4,0,0.0,1
77599,78846,Female,Loyal Customer,51.0,Business travel,Business,1981,3,3,3,3,3.0,4.0,5,5,5,5,5.0,5,5,3,6,10.0,0
81468,82721,Male,Loyal Customer,52.0,Personal Travel,Eco,632,3,4,3,2,1.0,3.0,1,1,5,3,4.0,4,5,1,0,0.0,1
57588,58834,Female,Loyal Customer,51.0,Business travel,Business,1120,3,3,3,3,2.0,5.0,4,4,4,4,4.0,5,4,4,12,4.0,0
9419,9540,Female,Loyal Customer,33.0,Business travel,Business,2876,3,3,3,3,3.0,5.0,5,5,5,5,5.0,5,5,3,0,0.0,0
17081,17255,Male,Loyal Customer,44.0,Business travel,Business,472,3,2,2,2,3.0,3.0,3,3,5,4,3.0,3,4,3,351,336.0,1
1096,1170,Female,Loyal Customer,59.0,Personal Travel,Eco,282,4,5,4,3,4.0,3.0,3,2,2,4,2.0,5,2,1,14,16.0,1
23404,23652,Female,Loyal Customer,13.0,Personal Travel,Business,251,1,2,0,4,1.0,0.0,1,1,3,5,3.0,4,3,1,4,0.0,1
86319,87572,Male,Loyal Customer,38.0,Business travel,Business,2057,2,1,1,1,4.0,4.0,4,2,2,2,2.0,4,2,4,0,0.0,1
70912,72158,Female,Loyal Customer,31.0,Personal Travel,Eco,731,2,5,2,1,1.0,2.0,1,1,4,3,3.0,4,5,1,0,0.0,1
127590,128894,Female,Loyal Customer,46.0,Business travel,Eco,1065,5,3,3,3,5.0,5.0,5,4,1,3,2.0,5,5,5,0,0.0,0
107596,108849,Female,Loyal Customer,34.0,Business travel,Business,1947,1,1,1,1,5.0,4.0,4,4,4,4,4.0,4,4,5,40,47.0,0
40579,41243,Female,Loyal Customer,34.0,Business travel,Business,2818,5,5,5,5,5.0,2.0,3,5,5,5,5.0,1,5,5,0,0.0,0
98126,99379,Male,Loyal Customer,59.0,Business travel,Business,2060,2,2,2,2,2.0,5.0,4,4,4,4,4.0,5,4,5,0,0.0,0
25411,25674,Female,Loyal Customer,58.0,Personal Travel,Eco,761,4,1,3,4,5.0,4.0,4,5,5,3,5.0,3,5,4,7,0.0,0
42507,43172,Male,Loyal Customer,55.0,Business travel,Business,1916,1,1,1,1,4.0,4.0,4,2,1,2,4.0,4,4,4,147,145.0,0
40823,41487,Male,Loyal Customer,44.0,Business travel,Eco,1482,4,4,4,4,4.0,4.0,4,4,1,4,3.0,3,1,4,0,8.0,0
70573,71819,Female,disloyal Customer,28.0,Business travel,Business,1723,1,1,1,2,3.0,1.0,3,3,5,5,4.0,3,4,3,2,0.0,1
94528,95781,Male,Loyal Customer,18.0,Personal Travel,Eco,181,2,4,2,3,3.0,2.0,3,3,4,3,5.0,5,5,3,12,4.0,1
48,50,Male,disloyal Customer,27.0,Business travel,Business,108,4,4,4,4,5.0,4.0,5,5,3,4,4.0,5,5,5,0,0.0,0
69914,71160,Female,Loyal Customer,62.0,Business travel,Business,1769,2,2,2,2,5.0,3.0,3,2,2,2,2.0,3,2,1,20,16.0,1
81985,83238,Male,Loyal Customer,54.0,Business travel,Business,1979,5,5,5,5,2.0,4.0,4,4,4,4,4.0,4,4,3,0,0.0,0
119446,120708,Female,Loyal Customer,39.0,Personal Travel,Eco,280,2,4,2,1,3.0,2.0,5,3,4,4,4.0,4,5,3,0,0.0,1
114971,116224,Female,Loyal Customer,43.0,Personal Travel,Eco,358,3,5,3,5,5.0,4.0,5,4,4,3,4.0,5,4,3,0,0.0,1
6786,6890,Female,Loyal Customer,59.0,Business travel,Business,3004,1,1,1,1,4.0,4.0,5,5,5,5,5.0,5,5,4,58,61.0,0
80659,81909,Male,Loyal Customer,53.0,Personal Travel,Eco,680,2,1,2,3,1.0,2.0,1,1,1,3,2.0,1,2,1,0,6.0,1
72011,73257,Male,disloyal Customer,20.0,Business travel,Eco,675,4,4,4,4,3.0,4.0,3,3,4,5,3.0,1,4,3,0,1.0,1
94441,95694,Male,Loyal Customer,41.0,Business travel,Business,3261,0,4,0,1,4.0,4.0,4,3,3,3,3.0,5,3,3,0,0.0,0
41547,42211,Male,Loyal Customer,46.0,Business travel,Business,784,1,2,2,2,5.0,3.0,4,1,1,1,1.0,3,1,2,0,0.0,1
83526,84779,Female,Loyal Customer,16.0,Business travel,Business,547,5,5,5,5,4.0,4.0,4,4,4,4,5.0,3,5,4,2,0.0,0
53580,54826,Female,Loyal Customer,52.0,Business travel,Business,3161,5,5,5,5,5.0,4.0,4,5,5,5,5.0,5,5,4,0,0.0,0
62259,63505,Male,Loyal Customer,27.0,Personal Travel,Eco,1956,1,1,1,4,1.0,1.0,1,1,2,1,4.0,1,4,1,0,0.0,1
122242,123522,Female,Loyal Customer,21.0,Personal Travel,Eco,2125,3,4,3,4,3.0,3.0,3,3,2,5,4.0,1,3,3,4,0.0,1
27048,27311,Female,Loyal Customer,40.0,Business travel,Eco,978,5,3,3,3,5.0,5.0,5,5,4,2,4.0,4,4,5,0,3.0,0
101691,102944,Female,Loyal Customer,11.0,Personal Travel,Business,719,1,4,1,2,4.0,1.0,1,4,4,4,2.0,3,4,4,5,0.0,1
480,499,Female,Loyal Customer,57.0,Business travel,Business,2541,2,2,4,2,3.0,4.0,5,5,5,5,5.0,3,5,3,0,0.0,0
25585,25848,Male,disloyal Customer,36.0,Business travel,Eco,292,1,0,1,4,1.0,1.0,1,1,1,5,4.0,1,3,1,5,1.0,1
39428,40092,Male,Loyal Customer,40.0,Business travel,Business,200,5,5,5,5,5.0,4.0,5,5,5,5,5.0,3,5,1,78,77.0,0
93075,94328,Female,Loyal Customer,51.0,Business travel,Business,1975,0,4,0,4,2.0,4.0,5,1,1,1,1.0,5,1,3,9,0.0,0
67813,69059,Female,disloyal Customer,25.0,Business travel,Eco,1389,3,3,3,3,5.0,3.0,5,5,1,2,4.0,3,3,5,17,0.0,1
121438,122718,Female,Loyal Customer,51.0,Business travel,Business,2080,3,3,3,3,4.0,5.0,5,4,4,4,4.0,3,4,4,2,0.0,0
52930,54176,Female,Loyal Customer,80.0,Business travel,Business,3201,2,2,2,2,1.0,1.0,1,5,5,5,5.0,3,5,1,0,0.0,0
114300,115553,Female,disloyal Customer,37.0,Business travel,Eco,325,2,3,2,2,2.0,2.0,2,2,3,3,2.0,2,2,2,17,12.0,1
42055,42720,Female,Loyal Customer,58.0,Business travel,Eco,912,3,3,3,3,4.0,4.0,3,3,3,3,3.0,3,3,4,3,6.0,1
18257,18439,Female,Loyal Customer,25.0,Business travel,Business,3498,1,1,3,1,5.0,5.0,5,5,3,2,5.0,3,4,5,30,22.0,0
36902,37492,Male,Loyal Customer,37.0,Business travel,Business,2376,1,5,5,5,1.0,3.0,4,1,1,1,1.0,4,1,3,0,0.0,1
110089,111342,Female,Loyal Customer,12.0,Personal Travel,Eco Plus,283,1,5,1,2,3.0,1.0,3,3,5,2,4.0,3,5,3,79,71.0,1
40607,41271,Male,Loyal Customer,23.0,Personal Travel,Eco,305,2,5,2,4,3.0,2.0,1,3,4,5,5.0,4,4,3,4,8.0,1
90735,91988,Male,Loyal Customer,40.0,Business travel,Business,236,4,4,3,4,3.0,4.0,4,4,4,4,4.0,3,4,5,0,0.0,0
105687,106940,Female,Loyal Customer,40.0,Business travel,Business,1036,2,2,2,2,4.0,5.0,4,4,4,5,4.0,5,4,3,16,36.0,0
31701,32042,Male,Loyal Customer,45.0,Business travel,Business,2306,4,4,4,4,4.0,1.0,1,5,5,5,5.0,3,5,4,0,0.0,0
90816,92069,Female,Loyal Customer,29.0,Business travel,Eco,1535,2,1,1,1,2.0,2.0,2,2,2,2,3.0,3,2,2,0,0.0,1
103252,104505,Female,disloyal Customer,30.0,Business travel,Business,1609,5,5,5,3,1.0,5.0,1,1,3,4,3.0,3,4,1,0,0.0,0
121706,122986,Female,Loyal Customer,53.0,Business travel,Business,600,5,5,5,5,5.0,5.0,4,5,5,5,5.0,4,5,4,18,37.0,0
83005,84258,Male,Loyal Customer,52.0,Business travel,Business,1631,4,4,4,4,3.0,5.0,5,5,5,5,5.0,5,5,3,0,0.0,0
18528,18710,Female,Loyal Customer,16.0,Business travel,Eco Plus,253,2,2,5,5,2.0,2.0,2,2,2,4,3.0,4,3,2,6,9.0,1
113143,114396,Female,Loyal Customer,47.0,Business travel,Business,333,0,0,0,2,2.0,4.0,4,2,2,2,2.0,5,2,4,0,0.0,0
85376,86629,Female,Loyal Customer,52.0,Business travel,Business,2960,3,3,3,3,2.0,5.0,5,5,5,5,5.0,3,5,5,0,0.0,0
30585,30902,Male,Loyal Customer,38.0,Business travel,Eco,826,5,1,1,1,5.0,5.0,5,5,1,4,4.0,5,4,5,2,5.0,0
50798,52044,Male,Loyal Customer,28.0,Personal Travel,Eco,1037,4,2,4,2,4.0,4.0,4,4,3,3,2.0,2,2,4,0,0.0,1
21167,21372,Male,Loyal Customer,36.0,Business travel,Business,528,5,5,5,5,3.0,1.0,4,4,4,4,4.0,2,4,5,46,40.0,0
37049,37639,Female,Loyal Customer,70.0,Personal Travel,Eco,972,2,2,2,4,4.0,3.0,3,3,3,2,3.0,4,3,2,11,0.0,1
25844,26107,Male,Loyal Customer,42.0,Business travel,Eco Plus,591,4,1,1,1,4.0,4.0,4,4,3,4,4.0,1,4,4,1,0.0,1
21662,21867,Female,Loyal Customer,22.0,Business travel,Business,500,1,1,1,1,5.0,5.0,5,5,5,4,2.0,4,5,5,0,0.0,0
67806,69052,Female,disloyal Customer,8.0,Business travel,Eco,1389,3,3,3,4,5.0,3.0,5,5,1,5,3.0,1,3,5,0,0.0,1
78800,80050,Male,Loyal Customer,48.0,Personal Travel,Eco,1069,4,5,4,3,4.0,4.0,2,4,2,3,1.0,4,4,4,17,0.0,0
48810,49756,Female,disloyal Customer,30.0,Business travel,Eco,110,3,5,3,3,5.0,3.0,5,5,3,5,3.0,1,3,5,0,0.0,1
68111,69357,Male,disloyal Customer,25.0,Business travel,Eco,1035,3,3,3,5,5.0,3.0,5,5,3,3,5.0,3,4,5,56,109.0,1
116801,118054,Female,disloyal Customer,27.0,Business travel,Eco,1262,2,2,2,4,2.0,2.0,2,2,1,4,4.0,2,3,2,3,0.0,1
40886,41550,Male,disloyal Customer,54.0,Business travel,Eco,1211,3,3,3,3,1.0,3.0,1,1,4,4,2.0,1,3,1,0,0.0,1
109401,110654,Female,Loyal Customer,49.0,Business travel,Business,1998,2,2,3,2,4.0,4.0,4,5,5,5,5.0,3,5,4,16,5.0,0
27766,28029,Male,Loyal Customer,44.0,Personal Travel,Eco,763,1,5,0,4,5.0,0.0,2,5,4,5,5.0,5,4,5,13,21.0,1
109078,110331,Female,Loyal Customer,51.0,Business travel,Business,3958,2,2,3,2,2.0,4.0,4,4,4,4,4.0,5,4,4,47,53.0,0
5691,5784,Female,Loyal Customer,47.0,Business travel,Business,3169,4,4,4,4,4.0,5.0,5,4,4,4,5.0,4,4,3,2,3.0,0
39071,39735,Female,Loyal Customer,55.0,Personal Travel,Eco,205,1,4,1,4,2.0,2.0,3,3,3,1,3.0,2,3,2,0,0.0,1
37455,38045,Female,Loyal Customer,25.0,Business travel,Eco,1121,4,3,2,3,4.0,4.0,4,4,1,4,4.0,2,5,4,0,0.0,0
104977,106230,Male,Loyal Customer,22.0,Personal Travel,Eco,471,3,3,3,5,2.0,3.0,2,2,5,3,5.0,1,4,2,18,15.0,1
13285,13442,Female,disloyal Customer,38.0,Business travel,Eco,491,2,4,1,4,3.0,1.0,3,3,1,3,3.0,3,3,3,17,21.0,1
108219,109472,Female,disloyal Customer,38.0,Business travel,Business,920,4,4,4,3,2.0,4.0,2,2,5,3,4.0,3,4,2,0,0.0,1
93697,94950,Female,Loyal Customer,75.0,Business travel,Eco,248,2,1,1,1,2.0,1.0,2,2,2,2,2.0,1,2,3,0,0.0,1
96346,97599,Male,Loyal Customer,42.0,Business travel,Business,3787,2,2,2,2,3.0,4.0,4,2,2,2,2.0,2,2,3,20,17.0,1
115506,116759,Male,Loyal Customer,23.0,Personal Travel,Eco Plus,362,3,5,3,4,2.0,3.0,4,2,5,5,5.0,5,4,2,7,1.0,1
4838,4931,Female,Loyal Customer,43.0,Business travel,Business,1870,0,0,0,4,3.0,4.0,4,3,3,3,3.0,5,3,5,0,0.0,0
42330,42995,Male,Loyal Customer,53.0,Business travel,Business,1565,5,5,5,5,5.0,5.0,5,4,4,4,5.0,5,4,1,0,0.0,0
110109,111362,Female,Loyal Customer,54.0,Business travel,Business,1741,1,1,1,1,4.0,5.0,5,4,4,4,4.0,4,4,4,10,0.0,0
95259,96512,Male,Loyal Customer,51.0,Personal Travel,Eco,302,4,5,4,1,5.0,4.0,5,5,3,4,4.0,5,4,5,37,29.0,1
76141,77387,Male,Loyal Customer,44.0,Business travel,Business,188,4,2,2,2,4.0,3.0,3,3,3,3,4.0,3,3,4,35,29.0,1
81715,82968,Male,Loyal Customer,50.0,Business travel,Business,1127,2,2,2,2,2.0,4.0,4,2,2,3,2.0,5,2,5,0,0.0,0
75083,76329,Male,Loyal Customer,47.0,Personal Travel,Eco,2182,4,3,5,2,3.0,5.0,3,3,4,3,3.0,5,3,3,1,0.0,1
43514,44198,Male,Loyal Customer,17.0,Personal Travel,Eco,157,2,5,2,1,3.0,2.0,3,3,5,3,4.0,4,4,3,0,6.0,1
67587,68833,Female,Loyal Customer,27.0,Business travel,Business,1550,3,3,3,3,2.0,2.0,2,2,4,4,5.0,5,4,2,0,0.0,0
2309,2400,Male,Loyal Customer,30.0,Business travel,Eco,641,2,2,4,4,2.0,2.0,2,2,2,1,4.0,2,3,2,34,18.0,1
11477,11634,Male,Loyal Customer,41.0,Business travel,Business,2079,2,2,2,2,3.0,5.0,5,5,5,5,5.0,4,5,4,0,3.0,0
2738,2829,Male,Loyal Customer,58.0,Business travel,Business,409,2,2,2,2,2.0,5.0,4,4,4,4,4.0,5,4,3,11,25.0,0
103266,104519,Male,Loyal Customer,50.0,Business travel,Business,3503,4,4,4,4,5.0,4.0,4,4,4,4,4.0,4,4,3,4,10.0,0
63338,64584,Female,Loyal Customer,,Business travel,Business,1658,2,2,2,2,3.0,5.0,4,5,5,5,5.0,5,5,3,0,0.0,0
121895,123175,Male,Loyal Customer,57.0,Business travel,Business,328,2,2,2,2,5.0,4.0,4,5,5,5,5.0,5,5,4,0,0.0,0
70892,72138,Female,disloyal Customer,10.0,Business travel,Eco,731,1,1,1,3,4.0,1.0,4,4,3,2,4.0,4,4,4,0,0.0,1
105269,106522,Male,Loyal Customer,39.0,Personal Travel,Eco,271,3,3,1,4,3.0,1.0,3,3,4,2,3.0,4,4,3,24,22.0,1
7821,7925,Male,Loyal Customer,43.0,Personal Travel,Eco,1020,4,1,5,4,3.0,5.0,3,3,1,3,3.0,2,3,3,0,8.0,1
53403,54649,Male,disloyal Customer,44.0,Business travel,Eco,787,2,1,1,4,4.0,1.0,4,4,3,1,1.0,5,2,4,2,0.0,1
88680,89933,Female,disloyal Customer,63.0,Business travel,Eco,906,1,2,2,3,2.0,2.0,2,2,1,2,4.0,1,3,2,9,0.0,1
11562,11719,Female,Loyal Customer,37.0,Business travel,Business,395,3,2,2,2,5.0,3.0,4,3,3,3,3.0,1,3,2,0,0.0,1
27655,27918,Male,disloyal Customer,35.0,Business travel,Eco,689,2,2,2,3,2.0,2.0,2,2,5,2,2.0,4,1,2,0,4.0,1
101624,102877,Female,Loyal Customer,31.0,Personal Travel,Eco,472,1,0,1,5,1.0,1.0,1,1,5,3,5.0,3,5,1,12,21.0,1
110562,111815,Female,Loyal Customer,22.0,Personal Travel,Eco,349,4,4,4,1,2.0,4.0,2,2,3,3,3.0,5,3,2,34,34.0,1
24274,24537,Male,Loyal Customer,27.0,Business travel,Business,696,2,2,2,2,4.0,4.0,4,4,5,2,3.0,2,2,4,0,0.0,0
116435,117688,Female,Loyal Customer,21.0,Business travel,Business,1814,4,1,1,1,4.0,4.0,4,4,3,2,1.0,2,2,4,129,112.0,1
128146,129450,Female,Loyal Customer,20.0,Personal Travel,Eco,414,2,4,2,4,1.0,2.0,1,1,4,4,3.0,1,4,1,112,103.0,1
90110,91363,Female,Loyal Customer,48.0,Personal Travel,Eco Plus,271,3,1,3,3,3.0,3.0,2,2,2,3,2.0,3,2,2,0,0.0,1
31824,32206,Male,Loyal Customer,36.0,Business travel,Eco,163,5,5,5,5,5.0,5.0,5,5,4,1,5.0,2,4,5,0,0.0,0
127592,128896,Female,Loyal Customer,47.0,Business travel,Business,954,2,2,2,2,4.0,4.0,4,5,5,2,1.0,4,1,4,167,151.0,0
83823,85076,Female,Loyal Customer,41.0,Business travel,Business,731,4,4,2,4,3.0,4.0,5,5,5,4,5.0,4,5,4,6,16.0,0
65497,66743,Male,Loyal Customer,7.0,Personal Travel,Eco,802,1,4,1,4,5.0,1.0,5,5,2,4,3.0,1,4,5,0,0.0,1
62417,63663,Male,disloyal Customer,21.0,Business travel,Eco,1236,1,1,1,2,5.0,1.0,5,5,5,2,3.0,4,4,5,11,0.0,1
74046,75292,Male,Loyal Customer,36.0,Business travel,Eco Plus,329,5,4,4,4,5.0,5.0,5,5,1,5,4.0,1,2,5,0,1.0,0
39774,40438,Male,disloyal Customer,22.0,Business travel,Business,222,4,0,4,2,5.0,4.0,5,5,5,1,3.0,4,4,5,0,0.0,0
